epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
27,924.749,0.75516,0.40008,1.24337,0.02817,0.99511,0.98547,0.99419,0.88042,0.55941,0.30606,1.20586,0.00906,0.00138094,0.00138094,0.00138094
28,954.145,0.76359,0.40744,1.24982,0.0275,0.99311,0.98659,0.99466,0.87829,0.55495,0.30631,1.19361,0.01175,0.00136994,0.00136994,0.00136994
29,988.802,0.75538,0.40456,1.24655,0.02729,0.99501,0.98436,0.99474,0.88869,0.55677,0.2936,1.20393,0.01286,0.00135894,0.00135894,0.00135894
30,1019.72,0.75029,0.39453,1.23765,0.02891,0.99774,0.98734,0.99444,0.88842,0.54315,0.27803,1.18283,0.01606,0.00134794,0.00134794,0.00134794
31,1051.74,0.74936,0.39819,1.24512,0.02703,0.99639,0.99106,0.99468,0.88646,0.53416,0.29297,1.17277,0.01117,0.00133693,0.00133693,0.00133693
32,1083.48,0.73981,0.39663,1.23374,0.02628,0.99584,0.98771,0.99465,0.89664,0.52417,0.29099,1.15888,0.00893,0.00132593,0.00132593,0.00132593
33,1117.18,0.73466,0.38756,1.23113,0.02596,0.99529,0.98994,0.99476,0.89134,0.5314,0.29031,1.16621,0.0126,0.00131493,0.00131493,0.00131493
34,1149.6,0.73557,0.39095,1.23876,0.02842,0.99852,0.98883,0.99449,0.88958,0.53051,0.28583,1.17177,0.00939,0.00130393,0.00130393,0.00130393
35,1181.52,0.74845,0.39904,1.24098,0.02764,0.99538,0.99106,0.99466,0.8926,0.53312,0.292,1.1631,0.01137,0.00129293,0.00129293,0.00129293
36,1216.19,0.73491,0.38494,1.22837,0.0263,0.99416,0.98883,0.99469,0.88966,0.54005,0.28571,1.17089,0.01194,0.00128192,0.00128192,0.00128192
37,1253.64,0.72089,0.39139,1.22502,0.02481,0.99295,0.98883,0.99461,0.8915,0.53467,0.28934,1.18005,0.01429,0.00127092,0.00127092,0.00127092
38,1293.78,0.73318,0.38475,1.22454,0.0266,0.99287,0.98883,0.99443,0.894,0.53373,0.28567,1.16558,0.0129,0.00125992,0.00125992,0.00125992
39,1332.7,0.72958,0.38194,1.21965,0.02535,0.99327,0.9933,0.99473,0.89406,0.52337,0.28611,1.15696,0.01202,0.00124892,0.00124892,0.00124892
40,1364.45,0.71273,0.37812,1.21819,0.02456,0.99662,0.98752,0.99466,0.89656,0.52149,0.28443,1.15643,0.00918,0.00123791,0.00123791,0.00123791
41,1394.65,0.73122,0.3846,1.22326,0.02501,0.9965,0.98883,0.99458,0.89514,0.51949,0.28045,1.16157,0.01061,0.00122691,0.00122691,0.00122691
42,1425.74,0.71149,0.37658,1.19891,0.02549,0.99531,0.98659,0.99444,0.89853,0.51522,0.28106,1.15958,0.00984,0.00121591,0.00121591,0.00121591
43,1457.18,0.71929,0.38218,1.21821,0.0237,0.9953,0.98547,0.99442,0.89671,0.53193,0.27921,1.17028,0.00937,0.00120491,0.00120491,0.00120491
44,1488.73,0.69765,0.37261,1.20442,0.02445,0.99538,0.98771,0.99453,0.89409,0.52542,0.29152,1.15785,0.00941,0.00119391,0.00119391,0.00119391
45,1519.98,0.72392,0.38461,1.21674,0.02519,0.9944,0.99174,0.99466,0.89956,0.5088,0.27833,1.16178,0.00682,0.0011829,0.0011829,0.0011829
46,1552.11,0.70881,0.36849,1.20917,0.02376,0.99215,0.98859,0.99455,0.89464,0.51722,0.27906,1.15838,0.0122,0.0011719,0.0011719,0.0011719
47,1584.25,0.70454,0.37829,1.20603,0.02426,0.99663,0.991,0.99465,0.89866,0.52237,0.27869,1.15956,0.01692,0.0011609,0.0011609,0.0011609
48,1616.7,0.70456,0.37315,1.20365,0.02497,0.99638,0.99106,0.99452,0.89429,0.52606,0.27755,1.16996,0.01179,0.0011499,0.0011499,0.0011499
49,1655.99,0.70297,0.37258,1.20121,0.02344,0.99543,0.98883,0.99458,0.89412,0.53413,0.28435,1.16691,0.01207,0.00113889,0.00113889,0.00113889
50,1687.72,0.70005,0.37176,1.19986,0.02393,0.99548,0.99106,0.99467,0.89595,0.51814,0.28145,1.16164,0.00806,0.00112789,0.00112789,0.00112789
51,1717.24,0.70852,0.37854,1.21196,0.02391,0.9955,0.9889,0.99463,0.90131,0.50797,0.27014,1.14848,0.0091,0.00111689,0.00111689,0.00111689
52,1749.38,0.6885,0.36752,1.19857,0.02284,0.9934,0.98994,0.99457,0.90469,0.50874,0.27389,1.15112,0.01044,0.00110589,0.00110589,0.00110589
53,1781.09,0.68617,0.36911,1.18949,0.02062,0.99438,0.98904,0.99362,0.89765,0.51062,0.28496,1.14712,0.01205,0.00109489,0.00109489,0.00109489
54,1814.06,0.69026,0.36455,1.19593,0.02171,0.99473,0.98883,0.99452,0.90164,0.50963,0.27207,1.14894,0.01235,0.00108388,0.00108388,0.00108388
55,1844.7,0.68562,0.3603,1.19044,0.02138,0.99551,0.99127,0.99452,0.90405,0.5062,0.26718,1.15192,0.00742,0.00107288,0.00107288,0.00107288
56,1876.39,0.68257,0.36198,1.18835,0.02183,0.9955,0.98859,0.99453,0.90192,0.50516,0.26724,1.15355,0.00823,0.00106188,0.00106188,0.00106188
57,1903.6,0.68562,0.36485,1.18533,0.0206,0.9955,0.98846,0.9944,0.90095,0.50987,0.26126,1.15604,0.00969,0.00105088,0.00105088,0.00105088
58,1930.66,0.69541,0.37217,1.19146,0.02293,0.99549,0.98697,0.99476,0.90041,0.50285,0.27375,1.14234,0.00885,0.00103987,0.00103987,0.00103987
59,1958.15,0.69273,0.36593,1.19249,0.02157,0.99438,0.98799,0.99459,0.90252,0.50837,0.27119,1.14852,0.00848,0.00102887,0.00102887,0.00102887
60,1985.11,0.69553,0.37108,1.20403,0.02192,0.99517,0.98771,0.99439,0.90247,0.5047,0.26919,1.15542,0.00663,0.00101787,0.00101787,0.00101787
61,2012.37,0.68078,0.36567,1.18913,0.0211,0.99385,0.99218,0.99468,0.90388,0.50293,0.26979,1.14279,0.00823,0.00100687,0.00100687,0.00100687
62,2039.33,0.68186,0.36088,1.1777,0.02053,0.9955,0.9876,0.99449,0.90723,0.50438,0.26792,1.14702,0.00849,0.000995866,0.000995866,0.000995866
63,2066.42,0.68119,0.36288,1.19479,0.02075,0.99418,0.98883,0.9945,0.89945,0.50612,0.27599,1.15213,0.00614,0.000984864,0.000984864,0.000984864
64,2093.72,0.66811,0.35152,1.18116,0.02102,0.99405,0.98994,0.99439,0.89936,0.52076,0.26915,1.16742,0.00665,0.000973861,0.000973861,0.000973861
65,2121.05,0.67432,0.35273,1.17825,0.02116,0.99551,0.99101,0.99458,0.90621,0.49692,0.26319,1.14234,0.00713,0.000962859,0.000962859,0.000962859
66,2148.68,0.66972,0.35701,1.17808,0.01959,0.99594,0.99106,0.99449,0.9018,0.50564,0.26722,1.14757,0.00715,0.000951857,0.000951857,0.000951857
67,2176.24,0.6749,0.36015,1.1762,0.02036,0.99452,0.98771,0.99389,0.89871,0.50227,0.26747,1.15093,0.0082,0.000940855,0.000940855,0.000940855
68,2205.34,0.66869,0.34683,1.172,0.02045,0.99422,0.99106,0.99467,0.90185,0.50082,0.2615,1.14493,0.00855,0.000929853,0.000929853,0.000929853
69,2232.78,0.66784,0.35285,1.17609,0.02035,0.99367,0.98883,0.9945,0.9056,0.4993,0.2649,1.14218,0.00967,0.00091885,0.00091885,0.00091885
70,2260,0.67079,0.35306,1.17887,0.01954,0.99524,0.99106,0.99466,0.90374,0.50262,0.26859,1.14576,0.00925,0.000907848,0.000907848,0.000907848
71,2287.87,0.66041,0.34821,1.16684,0.0214,0.9958,0.98883,0.99446,0.90552,0.49965,0.25824,1.14494,0.00624,0.000896846,0.000896846,0.000896846
72,2314.88,0.6598,0.35244,1.17531,0.01988,0.99663,0.98988,0.9944,0.90248,0.49389,0.25999,1.13947,0.00713,0.000885844,0.000885844,0.000885844
73,2342.67,0.66604,0.34929,1.16915,0.01894,0.99533,0.99106,0.99456,0.90487,0.49671,0.26427,1.14618,0.00697,0.000874842,0.000874842,0.000874842
74,2370.16,0.65347,0.34978,1.1609,0.01862,0.9944,0.99206,0.9945,0.90825,0.49331,0.26419,1.13452,0.0086,0.000863839,0.000863839,0.000863839
75,2397.14,0.66553,0.35437,1.16703,0.01974,0.99429,0.98994,0.99452,0.90489,0.49327,0.26505,1.14018,0.00666,0.000852837,0.000852837,0.000852837
76,2424.44,0.66223,0.35203,1.17374,0.01922,0.99551,0.99189,0.99453,0.90711,0.49709,0.26,1.14303,0.00857,0.000841835,0.000841835,0.000841835
77,2451.93,0.65029,0.34319,1.16827,0.01881,0.9944,0.99196,0.99448,0.90932,0.48531,0.2568,1.13579,0.00576,0.000830833,0.000830833,0.000830833
78,2479,0.64236,0.33775,1.14886,0.01923,0.99731,0.98771,0.99443,0.90704,0.48706,0.25955,1.13558,0.00757,0.000819831,0.000819831,0.000819831
79,2506.06,0.64375,0.34148,1.15518,0.018,0.99289,0.99218,0.99462,0.9075,0.48687,0.25018,1.14435,0.00645,0.000808828,0.000808828,0.000808828
80,2533.3,0.64106,0.34009,1.15114,0.01852,0.99496,0.98994,0.99458,0.90662,0.48791,0.24702,1.13724,0.01052,0.000797826,0.000797826,0.000797826
81,2560.47,0.65009,0.33955,1.15705,0.01934,0.99308,0.98883,0.99454,0.90649,0.49486,0.253,1.14317,0.00827,0.000786824,0.000786824,0.000786824
82,2587.88,0.64602,0.33721,1.155,0.01849,0.99172,0.99218,0.99448,0.90935,0.48806,0.25189,1.13783,0.00643,0.000775822,0.000775822,0.000775822
83,2614.64,0.63275,0.33566,1.15078,0.01764,0.99439,0.99073,0.9946,0.90804,0.49097,0.2575,1.13788,0.00688,0.00076482,0.00076482,0.00076482
84,2641.81,0.6431,0.34297,1.15565,0.01869,0.99439,0.98978,0.99463,0.90597,0.48472,0.2523,1.13607,0.00522,0.000753817,0.000753817,0.000753817
85,2669.35,0.64313,0.34199,1.15181,0.01829,0.99173,0.99218,0.99458,0.90987,0.48766,0.24892,1.13984,0.0059,0.000742815,0.000742815,0.000742815
86,2695.79,0.62691,0.34298,1.1462,0.0173,0.99432,0.99218,0.99463,0.90795,0.48508,0.25392,1.14037,0.00588,0.000731813,0.000731813,0.000731813
87,2723.45,0.63274,0.33331,1.14619,0.01695,0.99439,0.99087,0.99468,0.91011,0.48691,0.25325,1.13821,0.00678,0.000720811,0.000720811,0.000720811
88,2750.13,0.64403,0.3436,1.15918,0.01921,0.99619,0.98994,0.99446,0.91008,0.48317,0.25702,1.13427,0.00786,0.000709809,0.000709809,0.000709809
89,2776.84,0.62417,0.3326,1.1406,0.01743,0.99439,0.99063,0.99462,0.90597,0.48346,0.2558,1.12986,0.00741,0.000698806,0.000698806,0.000698806
90,2804.16,0.63423,0.33976,1.14124,0.01817,0.99435,0.99106,0.99465,0.90915,0.48475,0.2483,1.13963,0.00668,0.000687804,0.000687804,0.000687804
91,2831.19,0.63911,0.33938,1.14796,0.01708,0.9955,0.98929,0.9945,0.90814,0.485,0.2534,1.13501,0.00589,0.000676802,0.000676802,0.000676802
92,2858.08,0.63665,0.33299,1.15058,0.01752,0.99426,0.99106,0.9945,0.90668,0.48718,0.2529,1.13527,0.00617,0.0006658,0.0006658,0.0006658
93,2885.09,0.6296,0.33043,1.14963,0.01752,0.9944,0.99207,0.99426,0.90979,0.48437,0.25057,1.13673,0.00794,0.000654798,0.000654798,0.000654798
94,2912.46,0.62389,0.32684,1.13376,0.01698,0.99306,0.99106,0.99417,0.90977,0.48017,0.24776,1.13275,0.00686,0.000643795,0.000643795,0.000643795
95,2939.39,0.6302,0.33858,1.14772,0.01621,0.99328,0.99094,0.99405,0.90921,0.47993,0.2491,1.13214,0.00782,0.000632793,0.000632793,0.000632793
96,2965.97,0.62486,0.32788,1.14036,0.01687,0.99422,0.99218,0.99411,0.911,0.48083,0.2547,1.13231,0.00627,0.000621791,0.000621791,0.000621791
97,2993.54,0.61922,0.3215,1.14012,0.01648,0.99328,0.9908,0.99438,0.91037,0.47872,0.24496,1.1326,0.00679,0.000610789,0.000610789,0.000610789
98,3020.8,0.61649,0.32568,1.1301,0.01693,0.99517,0.98994,0.99448,0.9122,0.47731,0.24727,1.13262,0.00599,0.000599787,0.000599787,0.000599787
99,3047.79,0.61277,0.3245,1.13597,0.01563,0.99426,0.99218,0.99463,0.91002,0.48199,0.25025,1.13309,0.00748,0.000588784,0.000588784,0.000588784
100,3074.67,0.61965,0.32686,1.13437,0.01665,0.99545,0.99218,0.99459,0.91154,0.48213,0.24976,1.13177,0.00724,0.000577782,0.000577782,0.000577782
101,3101.45,0.6147,0.32716,1.12787,0.01603,0.99425,0.99106,0.99431,0.9112,0.47859,0.24927,1.13235,0.00728,0.00056678,0.00056678,0.00056678
102,3129.01,0.62118,0.32651,1.14257,0.01684,0.99437,0.99106,0.99449,0.91247,0.48001,0.24599,1.12826,0.00644,0.000555778,0.000555778,0.000555778
103,3155.55,0.61061,0.32712,1.13046,0.01471,0.99434,0.99218,0.99449,0.91178,0.47802,0.24377,1.12797,0.00677,0.000544776,0.000544776,0.000544776
104,3183.09,0.59072,0.31585,1.11109,0.01518,0.99551,0.99193,0.99447,0.91279,0.47719,0.24863,1.12809,0.00741,0.000533773,0.000533773,0.000533773
105,3210.53,0.60925,0.32321,1.13593,0.01608,0.9944,0.99207,0.99445,0.91323,0.47964,0.24351,1.13044,0.00529,0.000522771,0.000522771,0.000522771
106,3237.25,0.60104,0.32247,1.12352,0.01629,0.99515,0.99218,0.99463,0.91224,0.47913,0.24382,1.12867,0.00723,0.000511769,0.000511769,0.000511769
107,3264.15,0.61712,0.32651,1.12969,0.01591,0.99551,0.99173,0.99448,0.91095,0.48001,0.24152,1.12431,0.00617,0.000500767,0.000500767,0.000500767
108,3291.6,0.60883,0.32499,1.12486,0.01571,0.99435,0.99218,0.9945,0.91098,0.47878,0.23868,1.13275,0.00596,0.000489765,0.000489765,0.000489765
109,3318.51,0.59304,0.31416,1.11865,0.01503,0.99411,0.99218,0.99444,0.91355,0.47758,0.23776,1.13028,0.00598,0.000478762,0.000478762,0.000478762
110,3345.55,0.61102,0.32438,1.13204,0.01543,0.99305,0.99106,0.99448,0.91258,0.4762,0.2431,1.12594,0.00618,0.00046776,0.00046776,0.00046776
111,3376.34,0.61594,0.32489,1.12742,0.01574,0.99431,0.99106,0.99445,0.91192,0.47712,0.23952,1.13072,0.00674,0.000456758,0.000456758,0.000456758
112,3412.84,0.60393,0.32188,1.12676,0.01573,0.9944,0.99207,0.99452,0.90946,0.48079,0.2413,1.13073,0.00843,0.000445756,0.000445756,0.000445756
113,3448.4,0.59213,0.31496,1.11325,0.01504,0.99402,0.99218,0.99454,0.91358,0.47467,0.24138,1.12243,0.00653,0.000434754,0.000434754,0.000434754
114,3482.27,0.60352,0.3172,1.1215,0.01497,0.99314,0.99218,0.99444,0.91384,0.47422,0.24242,1.1292,0.00711,0.000423751,0.000423751,0.000423751
115,3512.88,0.59717,0.3182,1.12821,0.01477,0.9953,0.99218,0.99448,0.91269,0.47365,0.2403,1.12259,0.00597,0.000412749,0.000412749,0.000412749
116,3545.06,0.58128,0.31015,1.11527,0.01403,0.99439,0.99081,0.99414,0.91236,0.47427,0.23976,1.1259,0.0067,0.000401747,0.000401747,0.000401747
117,3574.96,0.59629,0.31074,1.11891,0.01447,0.99317,0.99218,0.99432,0.91353,0.47184,0.23992,1.12132,0.00683,0.000390745,0.000390745,0.000390745
118,3607.32,0.59533,0.31786,1.11804,0.01458,0.99426,0.99218,0.99433,0.91153,0.47186,0.23914,1.12657,0.0065,0.000379743,0.000379743,0.000379743
119,3637.09,0.58961,0.30906,1.1115,0.01432,0.99417,0.99218,0.99386,0.91406,0.47059,0.23751,1.12223,0.00619,0.00036874,0.00036874,0.00036874
120,3666.6,0.59775,0.31765,1.121,0.0139,0.99543,0.99218,0.99435,0.91568,0.4721,0.2395,1.12382,0.00582,0.000357738,0.000357738,0.000357738
121,3697.98,0.58973,0.31503,1.12565,0.01423,0.99535,0.99218,0.99428,0.91286,0.47124,0.23823,1.1264,0.00643,0.000346736,0.000346736,0.000346736
122,3726.92,0.5922,0.31391,1.11864,0.01515,0.99439,0.99106,0.99429,0.91342,0.47053,0.23796,1.12358,0.00632,0.000335734,0.000335734,0.000335734
123,3754.42,0.58911,0.31454,1.10915,0.01456,0.99552,0.99211,0.99438,0.91643,0.47058,0.23797,1.12308,0.00564,0.000324732,0.000324732,0.000324732
124,3781.75,0.57823,0.30811,1.10331,0.01384,0.99527,0.99218,0.99446,0.91503,0.47063,0.23669,1.12559,0.00554,0.000313729,0.000313729,0.000313729
125,3808.76,0.58529,0.31232,1.11134,0.01384,0.99535,0.99218,0.99434,0.91403,0.47149,0.23926,1.12499,0.0064,0.000302727,0.000302727,0.000302727
126,3836.17,0.58328,0.31303,1.11145,0.01467,0.99531,0.99218,0.99425,0.91389,0.47159,0.23814,1.12278,0.00529,0.000291725,0.000291725,0.000291725
127,3862.93,0.5807,0.31259,1.11313,0.01423,0.99548,0.99218,0.99435,0.9145,0.47096,0.23684,1.12397,0.00628,0.000280723,0.000280723,0.000280723
128,3890.02,0.58198,0.30989,1.10034,0.01487,0.9944,0.99217,0.99424,0.91404,0.47131,0.24023,1.1233,0.0056,0.000269721,0.000269721,0.000269721
129,3917.21,0.5815,0.30833,1.11366,0.01364,0.99542,0.99218,0.99425,0.91151,0.47049,0.23947,1.12536,0.00606,0.000258718,0.000258718,0.000258718
130,3944.13,0.57885,0.30595,1.10882,0.01428,0.99552,0.99203,0.99434,0.91501,0.46832,0.23825,1.12223,0.0058,0.000247716,0.000247716,0.000247716
131,3971.77,0.57501,0.30813,1.10154,0.01437,0.99552,0.99217,0.99423,0.91304,0.46757,0.23849,1.12307,0.00532,0.000236714,0.000236714,0.000236714
132,3998.82,0.57788,0.30636,1.10839,0.0121,0.99552,0.99208,0.99425,0.91465,0.46778,0.23665,1.12108,0.00499,0.000225712,0.000225712,0.000225712
133,4026.12,0.58482,0.30957,1.10858,0.0143,0.99439,0.99088,0.9944,0.91609,0.46689,0.23463,1.12266,0.00489,0.00021471,0.00021471,0.00021471
134,4054.78,0.57243,0.3024,1.10086,0.01304,0.99552,0.99216,0.99426,0.91331,0.46807,0.23387,1.12244,0.00508,0.000203707,0.000203707,0.000203707
135,4081.79,0.56632,0.2992,1.09661,0.01196,0.99551,0.9919,0.99423,0.91317,0.46809,0.2338,1.12401,0.00481,0.000192705,0.000192705,0.000192705
136,4109.31,0.57512,0.3034,1.10291,0.01396,0.99541,0.99106,0.99413,0.91438,0.46816,0.23555,1.12143,0.00508,0.000181703,0.000181703,0.000181703
137,4136.41,0.57624,0.30536,1.10697,0.01268,0.99551,0.99094,0.99417,0.91409,0.46906,0.23632,1.12134,0.00514,0.000170701,0.000170701,0.000170701
138,4163.53,0.57187,0.30534,1.10501,0.01314,0.99551,0.99193,0.99426,0.914,0.46981,0.23632,1.1226,0.0051,0.000159699,0.000159699,0.000159699
139,4190.12,0.565,0.30076,1.09569,0.01273,0.99546,0.99106,0.99412,0.91332,0.46839,0.23529,1.12107,0.00494,0.000148696,0.000148696,0.000148696
140,4217.03,0.56618,0.29878,1.10261,0.01312,0.99543,0.99106,0.99418,0.91253,0.46834,0.2329,1.12198,0.00544,0.000137694,0.000137694,0.000137694
141,4270.29,0.46224,0.22349,1.06608,0.01097,0.99552,0.99208,0.99416,0.91319,0.46796,0.23438,1.12052,0.00538,0.000126692,0.000126692,0.000126692
142,4297.23,0.45232,0.22057,1.05316,0.00976,0.99552,0.99216,0.99413,0.91347,0.46846,0.23483,1.12264,0.00536,0.00011569,0.00011569,0.00011569
143,4323.57,0.45277,0.22201,1.05203,0.00958,0.99542,0.99218,0.99415,0.91464,0.46716,0.23443,1.12191,0.00488,0.000104688,0.000104688,0.000104688
144,4350.2,0.44371,0.21729,1.04669,0.00984,0.99544,0.99218,0.99416,0.91428,0.46747,0.23469,1.12125,0.00501,9.36854e-05,9.36854e-05,9.36854e-05
145,4376.04,0.44561,0.21992,1.04633,0.00956,0.99516,0.99218,0.99419,0.91453,0.46708,0.23359,1.12137,0.00496,8.26832e-05,8.26832e-05,8.26832e-05
146,4401.96,0.44407,0.2185,1.04972,0.00977,0.99528,0.99218,0.99427,0.91568,0.46637,0.23355,1.12153,0.00511,7.1681e-05,7.1681e-05,7.1681e-05
147,4428.31,0.44487,0.21798,1.04661,0.01053,0.99552,0.99204,0.99427,0.91466,0.46661,0.23269,1.12134,0.00481,6.06788e-05,6.06788e-05,6.06788e-05
148,4455.06,0.44459,0.21609,1.04779,0.0095,0.99551,0.99199,0.99426,0.91488,0.46687,0.2325,1.12171,0.00485,4.96766e-05,4.96766e-05,4.96766e-05
149,4481.84,0.44253,0.21502,1.0482,0.00963,0.99551,0.99191,0.99423,0.91517,0.46622,0.23316,1.1211,0.00488,3.86744e-05,3.86744e-05,3.86744e-05
150,4508.33,0.44723,0.21799,1.05241,0.01015,0.99551,0.99102,0.99421,0.9151,0.46641,0.23473,1.12105,0.0049,2.76722e-05,2.76722e-05,2.76722e-05
