epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
38,490.354,0.16096,0.13298,0.84392,0.00082,0.99941,0.98603,0.985,0.82366,0.74214,0.34061,1.85341,0.00099,0.0012674,0.0012674,0.0012674
39,502.778,0.15234,0.12873,0.84214,0.00085,1,0.986,0.985,0.82555,0.73391,0.33477,1.8205,0.0011,0.0012476,0.0012476,0.0012476
40,515.241,0.15123,0.12566,0.83857,0.00087,0.99881,0.98603,0.985,0.82655,0.73339,0.34372,1.87672,0.00096,0.0012278,0.0012278,0.0012278
41,527.956,0.14384,0.12117,0.8375,0.00081,0.99938,0.98603,0.985,0.8292,0.73354,0.33501,1.81797,0.00107,0.001208,0.001208,0.001208
42,540.421,0.14341,0.11943,0.83487,0.00082,0.99968,0.98603,0.985,0.82683,0.73005,0.32883,1.87304,0.00089,0.0011882,0.0011882,0.0011882
43,552.979,0.14133,0.12058,0.83445,0.00091,0.99976,0.98603,0.985,0.83166,0.73393,0.34111,1.89054,0.0012,0.0011684,0.0011684,0.0011684
44,565.574,0.12758,0.11221,0.83072,0.00079,0.99971,0.98603,0.985,0.82812,0.7286,0.3282,1.92195,0.00092,0.0011486,0.0011486,0.0011486
45,577.93,0.12877,0.11113,0.83223,0.00074,0.99958,0.98603,0.985,0.82765,0.73526,0.35813,1.88538,0.00099,0.0011288,0.0011288,0.0011288
46,590.385,0.13022,0.11261,0.83026,0.00083,0.99953,0.98603,0.985,0.83014,0.73831,0.3485,1.83067,0.00107,0.001109,0.001109,0.001109
47,602.865,0.12511,0.10895,0.83136,0.00072,0.99982,0.98603,0.985,0.83238,0.72971,0.35254,1.8982,0.00094,0.0010892,0.0010892,0.0010892
48,615.32,0.11924,0.10783,0.82764,0.00072,0.99982,0.98603,0.985,0.83407,0.728,0.33622,1.89262,0.00089,0.0010694,0.0010694,0.0010694
49,627.835,0.11416,0.1031,0.82591,0.00079,0.99992,0.98603,0.985,0.83447,0.72727,0.36336,1.83246,0.00105,0.0010496,0.0010496,0.0010496
50,640.357,0.11297,0.10226,0.82775,0.00074,0.99978,0.98603,0.985,0.83433,0.72431,0.36758,1.88463,0.00089,0.0010298,0.0010298,0.0010298
51,652.953,0.11521,0.10103,0.82583,0.00075,0.99973,0.98603,0.985,0.82863,0.72552,0.35612,1.89142,0.00096,0.00101,0.00101,0.00101
52,665.413,0.11396,0.10075,0.82492,0.00071,0.99984,0.98603,0.985,0.82964,0.72313,0.34214,1.89989,0.00094,0.0009902,0.0009902,0.0009902
53,677.933,0.11247,0.09963,0.82522,0.00073,0.99983,0.98603,0.985,0.83377,0.72399,0.34172,1.87832,0.00086,0.0009704,0.0009704,0.0009704
54,690.418,0.10652,0.09666,0.82291,0.00072,0.99978,0.98603,0.985,0.83152,0.72354,0.34312,1.92119,0.00083,0.0009506,0.0009506,0.0009506
55,702.956,0.10795,0.09698,0.82407,0.00065,0.99983,0.98603,0.985,0.83379,0.72485,0.36643,1.89897,0.00094,0.0009308,0.0009308,0.0009308
56,715.41,0.1059,0.09495,0.82431,0.00071,0.99983,0.98603,0.985,0.83244,0.72511,0.36285,1.9158,0.00097,0.000911,0.000911,0.000911
57,727.926,0.1025,0.09355,0.82249,0.00071,0.9998,0.98603,0.985,0.83506,0.72097,0.37601,1.93483,0.00099,0.0008912,0.0008912,0.0008912
58,740.596,0.09757,0.09022,0.8219,0.00067,0.99983,0.98603,0.985,0.83891,0.7207,0.35774,1.94657,0.00084,0.0008714,0.0008714,0.0008714
59,753.12,0.09835,0.0906,0.82126,0.00067,0.99977,0.98603,0.985,0.83404,0.72396,0.36442,1.89669,0.00092,0.0008516,0.0008516,0.0008516
60,765.598,0.09725,0.09135,0.82109,0.00067,0.99984,0.98603,0.985,0.83186,0.72941,0.34805,1.94816,0.00084,0.0008318,0.0008318,0.0008318
61,778.142,0.08941,0.08468,0.82105,0.00067,0.99979,0.98603,0.985,0.83586,0.72146,0.36709,1.96973,0.00091,0.000812,0.000812,0.000812
62,790.711,0.09058,0.08546,0.82118,0.00065,0.99982,0.98603,0.985,0.83643,0.72132,0.35959,1.9509,0.00088,0.0007922,0.0007922,0.0007922
63,803.163,0.09139,0.08482,0.8202,0.00067,0.99982,0.98603,0.985,0.82951,0.72266,0.37334,1.94707,0.00093,0.0007724,0.0007724,0.0007724
64,815.68,0.0867,0.08276,0.81944,0.00064,0.99983,0.98603,0.985,0.82784,0.72466,0.36776,1.92899,0.0009,0.0007526,0.0007526,0.0007526
65,828.091,0.08258,0.07886,0.81834,0.00059,0.99983,0.98603,0.985,0.83817,0.72282,0.37212,1.95121,0.00091,0.0007328,0.0007328,0.0007328
66,840.638,0.08189,0.08002,0.81809,0.00063,0.99984,0.98603,0.985,0.83307,0.72197,0.36088,1.95324,0.00084,0.000713,0.000713,0.000713
67,853.158,0.0776,0.07601,0.81934,0.00064,0.99981,0.98603,0.985,0.83423,0.71533,0.38711,1.91561,0.00089,0.0006932,0.0006932,0.0006932
68,865.71,0.07363,0.07401,0.81672,0.00062,0.99979,0.98603,0.985,0.8293,0.7226,0.38569,1.96805,0.00093,0.0006734,0.0006734,0.0006734
69,878.27,0.07246,0.07256,0.81547,0.00061,0.99984,0.98603,0.985,0.83239,0.71861,0.38065,1.95012,0.00086,0.0006536,0.0006536,0.0006536
70,890.734,0.06928,0.06964,0.81649,0.00063,0.99984,0.98603,0.985,0.82808,0.71926,0.39581,1.94342,0.00091,0.0006338,0.0006338,0.0006338
71,903.252,0.072,0.07254,0.81459,0.00058,0.99984,0.98603,0.985,0.83102,0.72242,0.38427,1.98968,0.00091,0.000614,0.000614,0.000614
72,915.797,0.06723,0.06962,0.81513,0.00059,0.99984,0.98603,0.985,0.83566,0.71757,0.38626,1.9744,0.0009,0.0005942,0.0005942,0.0005942
73,928.327,0.06635,0.06837,0.81606,0.00059,0.99982,0.98603,0.985,0.83329,0.71857,0.38682,1.96705,0.0009,0.0005744,0.0005744,0.0005744
74,940.816,0.06406,0.06702,0.81508,0.00058,0.99984,0.98603,0.985,0.83628,0.71953,0.39357,1.98326,0.00089,0.0005546,0.0005546,0.0005546
75,953.489,0.06494,0.06721,0.81536,0.00058,0.99984,0.98603,0.985,0.83485,0.72103,0.38472,2.00423,0.00089,0.0005348,0.0005348,0.0005348
76,965.916,0.06054,0.06446,0.81465,0.0006,0.99984,0.98603,0.985,0.83525,0.7188,0.39917,1.99698,0.00089,0.000515,0.000515,0.000515
77,978.411,0.06087,0.06483,0.81332,0.00059,0.99985,0.98603,0.985,0.83474,0.71903,0.3901,2.00991,0.00087,0.0004952,0.0004952,0.0004952
78,991.128,0.06196,0.06501,0.81336,0.00057,0.99983,0.98603,0.985,0.83539,0.71833,0.39335,2.01313,0.00086,0.0004754,0.0004754,0.0004754
79,1003.56,0.06012,0.06393,0.81484,0.00059,0.99983,0.98603,0.985,0.83448,0.71875,0.3984,2.00273,0.00086,0.0004556,0.0004556,0.0004556
80,1016.2,0.05852,0.06249,0.8146,0.00057,0.99982,0.98603,0.985,0.83556,0.71616,0.38989,2.02818,0.00088,0.0004358,0.0004358,0.0004358
81,1028.72,0.05653,0.06177,0.81371,0.00058,0.99985,0.98603,0.985,0.82968,0.72167,0.40147,2.01062,0.00088,0.000416,0.000416,0.000416
82,1041.29,0.05414,0.05982,0.8133,0.00057,0.99984,0.98603,0.985,0.83671,0.71685,0.40457,2.00809,0.00087,0.0003962,0.0003962,0.0003962
83,1053.88,0.05097,0.05738,0.81465,0.00054,0.99984,0.98603,0.985,0.83023,0.7225,0.40456,2.01762,0.00091,0.0003764,0.0003764,0.0003764
84,1066.47,0.05102,0.05758,0.81211,0.00054,0.99984,0.98603,0.985,0.83083,0.71969,0.40375,1.99728,0.00087,0.0003566,0.0003566,0.0003566
85,1078.95,0.0502,0.05732,0.81264,0.00055,0.99984,0.98603,0.985,0.83051,0.7199,0.40207,2.04049,0.00087,0.0003368,0.0003368,0.0003368
86,1091.34,0.04897,0.05547,0.81298,0.00056,0.99984,0.98603,0.985,0.83067,0.71811,0.41302,2.00532,0.00086,0.000317,0.000317,0.000317
87,1103.79,0.04617,0.05327,0.81251,0.00055,0.99984,0.98603,0.985,0.83492,0.72058,0.414,2.03965,0.00084,0.0002972,0.0002972,0.0002972
88,1116.29,0.04644,0.05398,0.81385,0.00051,0.99984,0.98603,0.985,0.83291,0.71993,0.41374,2.02291,0.00089,0.0002774,0.0002774,0.0002774
89,1128.86,0.04606,0.05353,0.81417,0.00056,0.99984,0.98603,0.985,0.83528,0.71796,0.40892,2.05104,0.00086,0.0002576,0.0002576,0.0002576
