epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
56,1782.73,0.65427,0.34541,1.14722,0.01757,0.99147,0.99106,0.9946,0.89844,0.50557,0.26422,1.10537,0.00678,0.00106188,0.00106188,0.00106188
57,1815.26,0.65652,0.34871,1.15069,0.01721,0.99621,0.99106,0.99463,0.90528,0.50074,0.25628,1.11107,0.00579,0.00105088,0.00105088,0.00105088
58,1846.12,0.6621,0.34887,1.15995,0.01824,0.99887,0.98707,0.99456,0.90276,0.5078,0.25793,1.11413,0.00591,0.00103987,0.00103987,0.00103987
59,1880.71,0.66105,0.34385,1.15984,0.018,0.99538,0.99218,0.99463,0.89736,0.51375,0.27343,1.11362,0.0071,0.00102887,0.00102887,0.00102887
60,1910.24,0.65959,0.35305,1.15458,0.01777,0.99723,0.98771,0.99457,0.90285,0.50077,0.26318,1.10713,0.00545,0.00101787,0.00101787,0.00101787
61,1940.37,0.65075,0.34355,1.15422,0.01716,0.99775,0.99067,0.99459,0.90333,0.50373,0.26459,1.10048,0.00645,0.00100687,0.00100687,0.00100687
62,1970.39,0.64793,0.33906,1.14371,0.01729,0.99727,0.98883,0.9945,0.90174,0.50466,0.26012,1.10917,0.00885,0.000995866,0.000995866,0.000995866
63,2000.24,0.64916,0.34052,1.15557,0.01681,0.99419,0.99106,0.99446,0.90172,0.50167,0.26072,1.10825,0.00683,0.000984864,0.000984864,0.000984864
64,2030.62,0.64437,0.33605,1.15025,0.01747,0.99774,0.98762,0.99453,0.90026,0.50699,0.25702,1.11759,0.00637,0.000973861,0.000973861,0.000973861
65,2061.05,0.642,0.33646,1.14318,0.01743,0.99551,0.9908,0.99458,0.9003,0.50101,0.26052,1.10663,0.00501,0.000962859,0.000962859,0.000962859
66,2091.49,0.64346,0.34003,1.13915,0.01728,0.99718,0.98994,0.99453,0.90332,0.499,0.25762,1.09845,0.00666,0.000951857,0.000951857,0.000951857
67,2121.03,0.64164,0.3393,1.13714,0.0166,0.99775,0.98929,0.9946,0.90087,0.50399,0.26107,1.0975,0.0065,0.000940855,0.000940855,0.000940855
68,2150.85,0.64743,0.34227,1.14981,0.01692,0.99775,0.99078,0.99444,0.90484,0.50264,0.25563,1.10467,0.00647,0.000929853,0.000929853,0.000929853
69,2180.14,0.643,0.33972,1.14621,0.01709,0.99791,0.98994,0.9945,0.90644,0.49018,0.25161,1.09541,0.00594,0.00091885,0.00091885,0.00091885
70,2210.02,0.63682,0.33376,1.14479,0.01679,0.99742,0.99106,0.99461,0.90146,0.4989,0.26104,1.10368,0.00779,0.000907848,0.000907848,0.000907848
71,2239.04,0.63896,0.33519,1.14243,0.01677,0.99591,0.99106,0.99457,0.90475,0.49625,0.25869,1.09499,0.00611,0.000896846,0.000896846,0.000896846
72,2267.92,0.63361,0.33656,1.1367,0.01605,0.99663,0.98995,0.99457,0.90563,0.48815,0.25476,1.08749,0.00558,0.000885844,0.000885844,0.000885844
73,2297.32,0.63661,0.3317,1.14018,0.01654,0.99546,0.99218,0.99456,0.90493,0.49584,0.2531,1.09734,0.0057,0.000874842,0.000874842,0.000874842
74,2326.93,0.63116,0.33079,1.13661,0.01573,0.99775,0.99076,0.9945,0.90801,0.48575,0.24939,1.09363,0.00781,0.000863839,0.000863839,0.000863839
75,2358.86,0.63829,0.33242,1.13681,0.01761,0.99724,0.98994,0.99453,0.90422,0.49737,0.25402,1.09565,0.00563,0.000852837,0.000852837,0.000852837
76,2388.67,0.62982,0.33317,1.12823,0.01632,0.99531,0.99218,0.99466,0.90826,0.48913,0.25206,1.09337,0.00574,0.000841835,0.000841835,0.000841835
77,2418.71,0.61298,0.32414,1.12096,0.01569,0.99551,0.99178,0.99465,0.90824,0.48396,0.25176,1.08865,0.00491,0.000830833,0.000830833,0.000830833
78,2448.81,0.62476,0.32926,1.12238,0.01698,0.99631,0.99106,0.99464,0.9069,0.48335,0.25038,1.08792,0.0057,0.000819831,0.000819831,0.000819831
79,2479.48,0.62335,0.32733,1.11858,0.01618,0.99775,0.99078,0.99461,0.90723,0.48379,0.24897,1.08707,0.00683,0.000808828,0.000808828,0.000808828
80,2509.51,0.60851,0.31933,1.10847,0.01575,0.99733,0.99106,0.99467,0.907,0.48829,0.24777,1.09139,0.00523,0.000797826,0.000797826,0.000797826
81,2541.95,0.62387,0.32614,1.12929,0.01575,0.99749,0.99106,0.99466,0.90673,0.49093,0.24804,1.09805,0.0066,0.000786824,0.000786824,0.000786824
82,2571.46,0.62514,0.32377,1.13069,0.01524,0.99767,0.99106,0.99467,0.90692,0.48765,0.24547,1.09698,0.00489,0.000775822,0.000775822,0.000775822
83,2603.92,0.60999,0.3179,1.1259,0.01441,0.99644,0.99106,0.9947,0.90942,0.48419,0.24188,1.09078,0.006,0.00076482,0.00076482,0.00076482
84,2635.67,0.62139,0.32762,1.13124,0.01562,0.99707,0.99106,0.99466,0.90798,0.48474,0.24891,1.09134,0.00571,0.000753817,0.000753817,0.000753817
85,2665.89,0.61299,0.3167,1.12074,0.01572,0.99744,0.99106,0.99465,0.90786,0.47999,0.24271,1.08888,0.0045,0.000742815,0.000742815,0.000742815
86,2698.7,0.607,0.32218,1.11783,0.01501,0.99497,0.99218,0.99451,0.90816,0.47867,0.24591,1.08903,0.0043,0.000731813,0.000731813,0.000731813
87,2727.99,0.60398,0.31755,1.11591,0.01516,0.99782,0.98994,0.99471,0.90489,0.49038,0.25089,1.09603,0.00534,0.000720811,0.000720811,0.000720811
88,2758.92,0.61687,0.32312,1.12063,0.01522,0.99541,0.99218,0.99467,0.90918,0.48382,0.24855,1.08944,0.00572,0.000709809,0.000709809,0.000709809
89,2789.51,0.60002,0.31221,1.10999,0.01509,0.9962,0.99106,0.99468,0.90955,0.48402,0.24796,1.08777,0.00521,0.000698806,0.000698806,0.000698806
90,2820.54,0.60914,0.31382,1.12392,0.01508,0.99541,0.99218,0.99469,0.9114,0.48355,0.24551,1.09237,0.00588,0.000687804,0.000687804,0.000687804
91,2851,0.61552,0.31954,1.1269,0.01523,0.99749,0.99106,0.99468,0.91001,0.48454,0.24992,1.08718,0.00606,0.000676802,0.000676802,0.000676802
92,2882.03,0.60689,0.31075,1.11839,0.0146,0.99697,0.98994,0.99464,0.90824,0.48151,0.24858,1.08587,0.0049,0.0006658,0.0006658,0.0006658
93,2911.88,0.60999,0.31347,1.12087,0.01531,0.99684,0.99106,0.99471,0.9092,0.48197,0.24412,1.08934,0.00544,0.000654798,0.000654798,0.000654798
94,2943.73,0.60411,0.31369,1.10654,0.01482,0.99736,0.99106,0.99468,0.90909,0.48186,0.24101,1.08926,0.00608,0.000643795,0.000643795,0.000643795
95,2974.53,0.61049,0.3189,1.1171,0.01499,0.99659,0.99106,0.99466,0.90928,0.48287,0.24328,1.08672,0.00511,0.000632793,0.000632793,0.000632793
96,3005.52,0.60869,0.31611,1.11678,0.01496,0.99755,0.99106,0.99468,0.90974,0.48529,0.24275,1.09047,0.00543,0.000621791,0.000621791,0.000621791
97,3037.19,0.60347,0.31337,1.11021,0.01426,0.99509,0.99106,0.99466,0.91076,0.47932,0.24059,1.08254,0.00461,0.000610789,0.000610789,0.000610789
98,3067.43,0.59612,0.31141,1.10388,0.01432,0.9964,0.99106,0.99461,0.9101,0.47827,0.24284,1.08445,0.00518,0.000599787,0.000599787,0.000599787
99,3098.07,0.60449,0.31191,1.11687,0.01419,0.99642,0.99106,0.99463,0.91006,0.4779,0.24546,1.08502,0.00552,0.000588784,0.000588784,0.000588784
100,3129.43,0.59485,0.31125,1.10666,0.01491,0.99663,0.99016,0.99465,0.91148,0.47948,0.24204,1.08794,0.0053,0.000577782,0.000577782,0.000577782
101,3160.98,0.60026,0.31562,1.10918,0.01467,0.9964,0.99106,0.99466,0.91158,0.47703,0.23963,1.08981,0.00518,0.00056678,0.00056678,0.00056678
102,3193.61,0.5996,0.30961,1.11584,0.01495,0.99653,0.99106,0.99464,0.9121,0.47296,0.24203,1.08109,0.00465,0.000555778,0.000555778,0.000555778
103,3226.48,0.58919,0.30907,1.09847,0.01327,0.99621,0.99106,0.99466,0.9101,0.47721,0.24228,1.0806,0.00493,0.000544776,0.000544776,0.000544776
104,3257.64,0.57111,0.29964,1.0918,0.01386,0.99625,0.99106,0.99467,0.91099,0.47575,0.23958,1.08429,0.00511,0.000533773,0.000533773,0.000533773
105,3289.3,0.5945,0.30865,1.10819,0.01395,0.99546,0.99106,0.99461,0.91201,0.47419,0.24109,1.08257,0.0047,0.000522771,0.000522771,0.000522771
106,3321.23,0.59359,0.31079,1.10445,0.01401,0.99682,0.99106,0.99456,0.91274,0.47284,0.24077,1.07957,0.00494,0.000511769,0.000511769,0.000511769
107,3352.13,0.58918,0.30306,1.10634,0.01425,0.99663,0.99034,0.99457,0.91119,0.47759,0.24095,1.08071,0.00528,0.000500767,0.000500767,0.000500767
108,3381.72,0.58308,0.30694,1.09696,0.01423,0.99702,0.99106,0.99455,0.91094,0.4785,0.24265,1.08495,0.00469,0.000489765,0.000489765,0.000489765
109,3413.3,0.58206,0.30593,1.10168,0.01348,0.99659,0.99106,0.99461,0.91079,0.47782,0.2385,1.08593,0.00538,0.000478762,0.000478762,0.000478762
110,3444.16,0.59343,0.30789,1.11506,0.01379,0.99544,0.99106,0.99453,0.91223,0.47427,0.23693,1.08172,0.00491,0.00046776,0.00046776,0.00046776
111,3475.84,0.58984,0.30576,1.10451,0.01422,0.99662,0.98978,0.9946,0.90911,0.47672,0.23743,1.08205,0.00474,0.000456758,0.000456758,0.000456758
112,3506.29,0.58716,0.30268,1.101,0.01442,0.99467,0.99106,0.99465,0.91048,0.4778,0.23478,1.08557,0.00561,0.000445756,0.000445756,0.000445756
113,3538.13,0.57717,0.29893,1.09368,0.01344,0.99532,0.99218,0.99466,0.91208,0.47628,0.234,1.08145,0.00483,0.000434754,0.000434754,0.000434754
114,3569.08,0.5876,0.30388,1.10204,0.01359,0.99433,0.99218,0.99461,0.91195,0.47384,0.23721,1.07766,0.00533,0.000423751,0.000423751,0.000423751
115,3602.52,0.5893,0.30488,1.10756,0.01284,0.99775,0.99098,0.99468,0.91228,0.4732,0.23639,1.07747,0.00509,0.000412749,0.000412749,0.000412749
116,3634.07,0.57735,0.29907,1.10031,0.01298,0.99552,0.99204,0.9946,0.91156,0.47527,0.23485,1.08242,0.00428,0.000401747,0.000401747,0.000401747
117,3664.24,0.58003,0.29629,1.09851,0.01319,0.99508,0.99218,0.99461,0.91157,0.46889,0.23251,1.0753,0.0045,0.000390745,0.000390745,0.000390745
118,3696.33,0.5772,0.30252,1.09326,0.01359,0.99551,0.99195,0.9946,0.91038,0.47221,0.23857,1.07897,0.00488,0.000379743,0.000379743,0.000379743
119,3727.27,0.57778,0.29932,1.09177,0.01325,0.99552,0.99204,0.99464,0.91094,0.47546,0.23754,1.08276,0.00466,0.00036874,0.00036874,0.00036874
120,3758.71,0.58207,0.30405,1.09196,0.01309,0.99551,0.99198,0.99463,0.91251,0.47092,0.23204,1.0767,0.00434,0.000357738,0.000357738,0.000357738
121,3788.72,0.57338,0.29714,1.09677,0.01325,0.99416,0.99106,0.9946,0.91213,0.47229,0.23638,1.07838,0.00538,0.000346736,0.000346736,0.000346736
122,3818.89,0.57325,0.29697,1.09364,0.01348,0.99551,0.99089,0.99463,0.91067,0.46961,0.23628,1.07578,0.00524,0.000335734,0.000335734,0.000335734
123,3850.18,0.57271,0.29564,1.0827,0.01361,0.99417,0.99106,0.99462,0.91156,0.46809,0.23209,1.07652,0.00481,0.000324732,0.000324732,0.000324732
124,3884.51,0.57612,0.29727,1.08357,0.01239,0.99427,0.99106,0.99465,0.91242,0.4712,0.23228,1.08094,0.00602,0.000313729,0.000313729,0.000313729
125,3915.9,0.57438,0.29611,1.09061,0.01301,0.9944,0.99202,0.99463,0.91152,0.47091,0.23325,1.08019,0.00462,0.000302727,0.000302727,0.000302727
126,3945.9,0.57738,0.2976,1.09321,0.01346,0.9944,0.99205,0.99457,0.91417,0.46942,0.23389,1.07692,0.00468,0.000291725,0.000291725,0.000291725
127,3975.44,0.5652,0.29226,1.08359,0.01249,0.99734,0.98994,0.99463,0.91204,0.46963,0.23461,1.0786,0.00477,0.000280723,0.000280723,0.000280723
128,4004.88,0.5655,0.29753,1.08104,0.01336,0.9944,0.99213,0.99463,0.91204,0.47086,0.23413,1.07912,0.0052,0.000269721,0.000269721,0.000269721
129,4035.84,0.56614,0.2869,1.08501,0.01286,0.99662,0.98884,0.99464,0.91185,0.47192,0.23496,1.0813,0.00477,0.000258718,0.000258718,0.000258718
130,4065.86,0.55949,0.28731,1.08132,0.01364,0.99615,0.99106,0.99465,0.91217,0.47229,0.23267,1.08132,0.00472,0.000247716,0.000247716,0.000247716
131,4096.42,0.55777,0.285,1.07784,0.01305,0.99433,0.99218,0.99466,0.9127,0.47027,0.23186,1.07818,0.00454,0.000236714,0.000236714,0.000236714
132,4128.24,0.56264,0.29191,1.08039,0.01216,0.99551,0.99009,0.99466,0.9137,0.46936,0.23065,1.07732,0.00494,0.000225712,0.000225712,0.000225712
133,4157.08,0.56193,0.29008,1.08423,0.0127,0.99649,0.98883,0.99465,0.91563,0.46564,0.23449,1.076,0.00454,0.00021471,0.00021471,0.00021471
134,4185.39,0.56565,0.29233,1.08329,0.01286,0.99667,0.99106,0.99467,0.9138,0.46906,0.23441,1.07705,0.00535,0.000203707,0.000203707,0.000203707
135,4214.04,0.55147,0.28413,1.07763,0.01185,0.99648,0.99106,0.99463,0.91451,0.46896,0.23394,1.07717,0.00423,0.000192705,0.000192705,0.000192705
136,4242.31,0.56423,0.29169,1.08263,0.01279,0.99686,0.98994,0.99463,0.91395,0.4688,0.23324,1.07689,0.00458,0.000181703,0.000181703,0.000181703
137,4271.16,0.56904,0.29144,1.08805,0.01247,0.99775,0.99103,0.99464,0.91303,0.46853,0.23469,1.07638,0.00436,0.000170701,0.000170701,0.000170701
138,4299.56,0.55992,0.28882,1.07754,0.01213,0.99654,0.99106,0.99465,0.91498,0.46865,0.23284,1.07582,0.00467,0.000159699,0.000159699,0.000159699
139,4327.97,0.55337,0.28734,1.0738,0.01268,0.99729,0.98994,0.99462,0.91417,0.47095,0.23196,1.07684,0.00472,0.000148696,0.000148696,0.000148696
140,4357.35,0.56023,0.28747,1.08616,0.01287,0.99506,0.99106,0.99463,0.91484,0.47031,0.23048,1.07648,0.00508,0.000137694,0.000137694,0.000137694
141,4414.82,0.48845,0.23075,1.08629,0.01155,0.99526,0.99218,0.99458,0.91455,0.46994,0.23082,1.07696,0.00486,0.000126692,0.000126692,0.000126692
142,4442.23,0.4736,0.22648,1.08249,0.01025,0.99538,0.99218,0.99456,0.91297,0.47235,0.23218,1.07959,0.00453,0.00011569,0.00011569,0.00011569
143,4469.66,0.47617,0.22799,1.08123,0.01025,0.9954,0.99218,0.99452,0.91308,0.47191,0.23336,1.0779,0.00414,0.000104688,0.000104688,0.000104688
144,4498.72,0.47197,0.22499,1.07081,0.0111,0.99547,0.99218,0.99453,0.91434,0.47132,0.23182,1.07661,0.00411,9.36854e-05,9.36854e-05,9.36854e-05
145,4527.03,0.47664,0.22714,1.07322,0.00987,0.99552,0.99209,0.99456,0.91349,0.46932,0.22964,1.07475,0.00401,8.26832e-05,8.26832e-05,8.26832e-05
146,4553.83,0.47396,0.22607,1.07479,0.01007,0.99552,0.99211,0.99458,0.91152,0.4693,0.23015,1.07476,0.00424,7.1681e-05,7.1681e-05,7.1681e-05
147,4580.06,0.47168,0.22556,1.07208,0.01041,0.99551,0.99218,0.99457,0.91224,0.46881,0.22966,1.07527,0.00458,6.06788e-05,6.06788e-05,6.06788e-05
148,4606.6,0.47221,0.22403,1.07701,0.01002,0.99552,0.99209,0.99456,0.91227,0.46872,0.22921,1.07487,0.00448,4.96766e-05,4.96766e-05,4.96766e-05
149,4636.27,0.46905,0.22141,1.0761,0.00991,0.99552,0.99206,0.99454,0.91177,0.4685,0.22839,1.07456,0.00437,3.86744e-05,3.86744e-05,3.86744e-05
150,4665.06,0.47284,0.22318,1.07683,0.0099,0.99552,0.9921,0.99454,0.91241,0.46901,0.22937,1.0749,0.00435,2.76722e-05,2.76722e-05,2.76722e-05
