epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
25,855.047,0.63394,0.36194,1.16692,0.00317,0.99887,0.98983,0.99448,0.90225,0.52062,0.28428,1.11472,0.00408,0.00127092,0.00127092,0.00127092
26,889.191,0.65427,0.36975,1.17095,0.00359,0.99377,0.99218,0.99428,0.89892,0.52162,0.28861,1.12287,0.00138,0.00125442,0.00125442,0.00125442
27,922.506,0.63057,0.35521,1.16469,0.00297,0.99663,0.99082,0.99459,0.89992,0.52385,0.29122,1.12604,0.00214,0.00123791,0.00123791,0.00123791
28,955.855,0.63526,0.3664,1.16093,0.0034,0.99662,0.98966,0.99403,0.89041,0.51514,0.28116,1.11989,0.00131,0.00122141,0.00122141,0.00122141
29,989.213,0.62942,0.3558,1.15354,0.00297,0.99547,0.98994,0.9945,0.90343,0.50895,0.28139,1.1101,0.00191,0.00120491,0.00120491,0.00120491
30,1022.86,0.62952,0.35773,1.15396,0.00339,0.99439,0.99106,0.99456,0.90088,0.51919,0.27185,1.13017,0.00127,0.0011884,0.0011884,0.0011884
31,1055.35,0.63321,0.35704,1.16326,0.00277,0.99552,0.99214,0.99463,0.89679,0.5216,0.27158,1.12357,0.00178,0.0011719,0.0011719,0.0011719
32,1087.63,0.62541,0.34861,1.15595,0.00305,0.99663,0.99185,0.99451,0.90458,0.50703,0.2679,1.10918,0.00149,0.0011554,0.0011554,0.0011554
33,1120.62,0.61833,0.34588,1.14714,0.00313,0.99551,0.99199,0.99428,0.9003,0.5162,0.2717,1.10737,0.00202,0.00113889,0.00113889,0.00113889
34,1154.17,0.614,0.34521,1.14769,0.00318,0.99663,0.99023,0.99465,0.90339,0.51166,0.2772,1.11671,0.00174,0.00112239,0.00112239,0.00112239
35,1187.9,0.59245,0.3311,1.13274,0.00279,0.99663,0.99178,0.99465,0.90163,0.49972,0.26768,1.11073,0.00151,0.00110589,0.00110589,0.00110589
36,1221.47,0.60942,0.347,1.13812,0.00295,0.99815,0.98994,0.99453,0.90713,0.50622,0.27452,1.10137,0.00194,0.00108938,0.00108938,0.00108938
37,1255.21,0.61165,0.34911,1.1369,0.00245,0.99663,0.99151,0.99469,0.90634,0.49972,0.26335,1.10703,0.00132,0.00107288,0.00107288,0.00107288
38,1288.55,0.61469,0.34694,1.14291,0.00357,0.9974,0.98994,0.99448,0.89687,0.51347,0.27594,1.11495,0.0033,0.00105638,0.00105638,0.00105638
39,1322.24,0.60512,0.33823,1.1415,0.00269,0.99758,0.99106,0.99456,0.90036,0.50868,0.26493,1.11366,0.00237,0.00103987,0.00103987,0.00103987
40,1356.22,0.6115,0.33837,1.14046,0.00243,0.99757,0.99106,0.99463,0.9111,0.49269,0.26185,1.09871,0.00159,0.00102337,0.00102337,0.00102337
41,1388.96,0.60685,0.33106,1.13143,0.00284,0.99775,0.99076,0.99464,0.90847,0.50072,0.26062,1.10394,0.00144,0.00100687,0.00100687,0.00100687
42,1422.41,0.6118,0.34291,1.14336,0.00325,0.99621,0.98994,0.99462,0.90564,0.50332,0.26642,1.10221,0.00151,0.000990365,0.000990365,0.000990365
43,1456.45,0.599,0.339,1.13331,0.00329,0.99663,0.99169,0.99462,0.90567,0.50063,0.26258,1.10175,0.00146,0.000973861,0.000973861,0.000973861
44,1490.06,0.59379,0.32785,1.12646,0.00232,0.99663,0.99186,0.99472,0.90639,0.49721,0.26662,1.09852,0.00141,0.000957358,0.000957358,0.000957358
45,1521.61,0.59745,0.33368,1.12984,0.00276,0.9951,0.99218,0.99458,0.90718,0.49614,0.26394,1.10135,0.00155,0.000940855,0.000940855,0.000940855
46,1554.89,0.59341,0.32675,1.13412,0.00311,0.99328,0.99039,0.99457,0.90644,0.49909,0.26885,1.09895,0.00144,0.000924352,0.000924352,0.000924352
47,1588.54,0.59798,0.33258,1.1317,0.00231,0.99546,0.99218,0.99459,0.90983,0.49678,0.25883,1.09556,0.00137,0.000907848,0.000907848,0.000907848
48,1621.45,0.60261,0.33456,1.13409,0.00299,0.99663,0.991,0.99464,0.90694,0.50453,0.26151,1.09808,0.00193,0.000891345,0.000891345,0.000891345
49,1654.77,0.58975,0.32977,1.11574,0.00238,0.99663,0.99075,0.99468,0.90706,0.49909,0.26312,1.09398,0.00153,0.000874842,0.000874842,0.000874842
50,1687.22,0.58699,0.32037,1.12271,0.00282,0.99887,0.99048,0.99454,0.90846,0.4936,0.26231,1.09455,0.00188,0.000858338,0.000858338,0.000858338
51,1720.8,0.57995,0.32175,1.11212,0.00244,0.99663,0.98992,0.9945,0.90796,0.49645,0.26026,1.0889,0.00246,0.000841835,0.000841835,0.000841835
52,1754.2,0.57647,0.31878,1.11439,0.00234,0.99663,0.99168,0.99454,0.90779,0.49367,0.25076,1.09175,0.00125,0.000825332,0.000825332,0.000825332
53,1790.95,0.57595,0.31715,1.11098,0.00246,0.99559,0.98994,0.99456,0.91056,0.48912,0.2526,1.09368,0.00165,0.000808828,0.000808828,0.000808828
54,1839.54,0.58601,0.32297,1.12423,0.0029,0.99544,0.99218,0.99453,0.90695,0.48632,0.25578,1.0884,0.00212,0.000792325,0.000792325,0.000792325
55,1877.66,0.57542,0.31286,1.11906,0.00231,0.99416,0.99218,0.99446,0.90496,0.48976,0.24686,1.09667,0.0014,0.000775822,0.000775822,0.000775822
56,1915.92,0.57725,0.31823,1.11933,0.00259,0.99565,0.99106,0.99461,0.91148,0.48222,0.25283,1.08905,0.00157,0.000759318,0.000759318,0.000759318
57,1952.43,0.56983,0.31094,1.1089,0.00208,0.99551,0.99096,0.99447,0.908,0.49041,0.24786,1.09211,0.00126,0.000742815,0.000742815,0.000742815
58,1990.77,0.5639,0.30691,1.10144,0.00208,0.99528,0.99218,0.99454,0.90984,0.47819,0.24929,1.08646,0.00214,0.000726312,0.000726312,0.000726312
59,2027.07,0.56611,0.31188,1.10655,0.00229,0.99545,0.99218,0.99459,0.91064,0.48504,0.25013,1.08819,0.00212,0.000709809,0.000709809,0.000709809
60,2063.48,0.56402,0.31062,1.10571,0.00245,0.99646,0.99218,0.9945,0.91393,0.48341,0.24689,1.08118,0.00142,0.000693305,0.000693305,0.000693305
61,2101.05,0.55844,0.30882,1.09344,0.00271,0.99578,0.99106,0.9942,0.9101,0.48629,0.24863,1.09192,0.0012,0.000676802,0.000676802,0.000676802
62,2137.7,0.55192,0.29923,1.09384,0.0021,0.99616,0.99218,0.9944,0.91107,0.48052,0.24493,1.08359,0.00153,0.000660299,0.000660299,0.000660299
63,2175.96,0.56302,0.31175,1.09676,0.00231,0.99529,0.99218,0.99468,0.90994,0.48513,0.2437,1.0873,0.00136,0.000643795,0.000643795,0.000643795
64,2213.12,0.55823,0.31013,1.09884,0.00202,0.99529,0.99218,0.99453,0.90975,0.4836,0.24182,1.08703,0.0013,0.000627292,0.000627292,0.000627292
65,2250.05,0.56441,0.30585,1.09535,0.00162,0.99472,0.99218,0.99431,0.91018,0.47982,0.2426,1.07828,0.00139,0.000610789,0.000610789,0.000610789
66,2290.81,0.54979,0.30119,1.09125,0.0022,0.99608,0.99106,0.99436,0.91053,0.48244,0.25026,1.08366,0.00192,0.000594286,0.000594286,0.000594286
67,2327.14,0.54862,0.30042,1.09323,0.00218,0.9959,0.99106,0.9944,0.91195,0.48111,0.24395,1.0842,0.00143,0.000577782,0.000577782,0.000577782
68,2364.83,0.55476,0.30207,1.09272,0.00223,0.99592,0.99106,0.99435,0.91318,0.47687,0.24048,1.08109,0.0013,0.000561279,0.000561279,0.000561279
69,2402.42,0.55051,0.30219,1.08792,0.00174,0.99552,0.99212,0.99431,0.91359,0.47425,0.2465,1.08077,0.00146,0.000544776,0.000544776,0.000544776
70,2435.55,0.54521,0.29843,1.09639,0.0027,0.99572,0.99106,0.99433,0.91147,0.48165,0.25168,1.08282,0.00355,0.000528272,0.000528272,0.000528272
71,2468.75,0.54026,0.29582,1.08044,0.00236,0.99624,0.99106,0.99456,0.91266,0.47866,0.24172,1.08168,0.00179,0.000511769,0.000511769,0.000511769
72,2528.87,0.55305,0.29997,1.09732,0.0023,0.99754,0.98994,0.99449,0.90951,0.47873,0.24287,1.0876,0.00143,0.000495266,0.000495266,0.000495266
73,2596.36,0.54497,0.29664,1.09156,0.0023,0.99539,0.99106,0.99455,0.91461,0.47581,0.2406,1.08363,0.00153,0.000478762,0.000478762,0.000478762
74,2654.71,0.54192,0.29285,1.0888,0.00192,0.9952,0.99218,0.9945,0.91532,0.47166,0.23924,1.07959,0.00144,0.000462259,0.000462259,0.000462259
75,2714.44,0.54418,0.29286,1.09201,0.00208,0.99743,0.99106,0.99447,0.91156,0.47248,0.23495,1.07902,0.00136,0.000445756,0.000445756,0.000445756
76,2767.73,0.54234,0.28993,1.08787,0.0019,0.99552,0.99211,0.99439,0.9131,0.47022,0.2359,1.07964,0.00128,0.000429253,0.000429253,0.000429253
77,2817.03,0.52715,0.28893,1.07099,0.00214,0.99663,0.99081,0.99447,0.91326,0.46819,0.237,1.07664,0.0014,0.000412749,0.000412749,0.000412749
78,2869.55,0.53275,0.28816,1.07327,0.00176,0.99622,0.99106,0.9946,0.91413,0.46943,0.23364,1.07342,0.00129,0.000396246,0.000396246,0.000396246
79,2914.89,0.53409,0.29342,1.08307,0.00193,0.99531,0.99218,0.99441,0.91439,0.46956,0.23876,1.07431,0.0015,0.000379743,0.000379743,0.000379743
80,2957.3,0.52741,0.28789,1.0725,0.00223,0.99523,0.99218,0.99454,0.91412,0.46847,0.23633,1.07544,0.00186,0.000363239,0.000363239,0.000363239
81,3000.81,0.53099,0.29019,1.08073,0.00187,0.9954,0.99218,0.9945,0.91664,0.46772,0.23913,1.07217,0.00139,0.000346736,0.000346736,0.000346736
82,3047.34,0.52567,0.28459,1.06903,0.002,0.99525,0.99218,0.99458,0.91459,0.4673,0.2356,1.07246,0.00134,0.000330233,0.000330233,0.000330233
83,3085.53,0.52965,0.28177,1.07432,0.0018,0.99539,0.99218,0.99457,0.91673,0.46637,0.23622,1.07325,0.00138,0.000313729,0.000313729,0.000313729
84,3120.96,0.52172,0.28044,1.07378,0.00217,0.99526,0.99218,0.99453,0.91508,0.46785,0.24089,1.07517,0.00151,0.000297226,0.000297226,0.000297226
85,3154.2,0.51919,0.27971,1.0655,0.00186,0.99618,0.99218,0.99462,0.91505,0.46517,0.23403,1.07082,0.00155,0.000280723,0.000280723,0.000280723
86,3188.66,0.51911,0.27918,1.06553,0.00167,0.99551,0.99162,0.99451,0.91419,0.46994,0.23543,1.0704,0.00135,0.00026422,0.00026422,0.00026422
87,3222.14,0.51582,0.27666,1.06758,0.00192,0.99551,0.99189,0.99457,0.9145,0.46815,0.23863,1.07358,0.00178,0.000247716,0.000247716,0.000247716
88,3255.87,0.52253,0.28242,1.07152,0.00183,0.99551,0.99187,0.99448,0.91593,0.46391,0.23495,1.06945,0.00131,0.000231213,0.000231213,0.000231213
89,3289.95,0.51394,0.27638,1.06659,0.0018,0.99552,0.99204,0.99453,0.9174,0.46324,0.2318,1.06901,0.00139,0.00021471,0.00021471,0.00021471
90,3323.66,0.52276,0.28241,1.06851,0.00193,0.99552,0.99204,0.99441,0.91614,0.46329,0.23441,1.07002,0.00139,0.000198206,0.000198206,0.000198206
91,3375.79,0.47683,0.2316,1.0814,0.00088,0.99524,0.99106,0.99439,0.91557,0.46533,0.23122,1.07223,0.00131,0.000181703,0.000181703,0.000181703
92,3407.78,0.47179,0.22844,1.07707,0.00085,0.99534,0.99106,0.99445,0.91742,0.46424,0.23016,1.07167,0.00129,0.0001652,0.0001652,0.0001652
93,3440.01,0.47051,0.23174,1.07977,0.00084,0.99552,0.99211,0.99445,0.91675,0.46431,0.23056,1.07221,0.00126,0.000148696,0.000148696,0.000148696
94,3480.47,0.46032,0.22532,1.07388,0.00094,0.99551,0.99202,0.99445,0.91601,0.46395,0.2305,1.07291,0.00128,0.000132193,0.000132193,0.000132193
95,3520.21,0.46664,0.22587,1.07241,0.00071,0.99663,0.99176,0.99445,0.91791,0.46194,0.2298,1.07049,0.00134,0.00011569,0.00011569,0.00011569
96,3559.67,0.46023,0.22147,1.06882,0.00064,0.99619,0.99106,0.99448,0.9191,0.46125,0.22724,1.07117,0.00127,9.91865e-05,9.91865e-05,9.91865e-05
97,3601.13,0.45776,0.22206,1.07154,0.00079,0.99551,0.9919,0.99442,0.91859,0.46008,0.23219,1.06971,0.00132,8.26832e-05,8.26832e-05,8.26832e-05
98,3639.82,0.45641,0.22147,1.0647,0.00116,0.99551,0.9919,0.99442,0.9175,0.46011,0.23082,1.06689,0.00132,6.61799e-05,6.61799e-05,6.61799e-05
99,3675.56,0.45517,0.22288,1.06349,0.00065,0.99536,0.99106,0.99444,0.91818,0.45889,0.22959,1.06848,0.00129,4.96766e-05,4.96766e-05,4.96766e-05
100,3711.37,0.45613,0.22058,1.06676,0.00079,0.99551,0.99174,0.99447,0.91766,0.45823,0.22826,1.06822,0.00125,3.31733e-05,3.31733e-05,3.31733e-05
